timestamp,location,country,temperature,feels_like,weather,humidity,wind_speed,wind_dir,pressure,uv_index
2025-07-16T01:08:53.684344,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:09:03.875721,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:09:14.390664,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:09:24.577952,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:09:34.866661,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:09:45.059581,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:09:55.267785,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:10:05.452943,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:10:15.752556,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T23:21:49.740959,Karachi,Pakistan,30.3,36.4,Overcast,70,19.4,WSW,1001.0,0.0
2025-07-16T23:22:00.083434,Karachi,Pakistan,30.3,36.4,Overcast,70,19.4,WSW,1001.0,0.0
2025-07-16T23:22:10.293605,Karachi,Pakistan,30.3,36.4,Overcast,70,19.4,WSW,1001.0,0.0
2025-07-16T23:22:20.528618,Karachi,Pakistan,30.3,36.4,Overcast,70,19.4,WSW,1001.0,0.0
2025-07-16T23:22:30.884708,Karachi,Pakistan,30.3,36.4,Overcast,70,19.4,WSW,1001.0,0.0
2025-07-16T23:22:41.079058,Karachi,Pakistan,30.3,36.4,Overcast,70,19.4,WSW,1001.0,0.0
2025-07-16T23:22:51.347078,Karachi,Pakistan,30.3,36.4,Overcast,70,19.4,WSW,1001.0,0.0
2025-07-16T23:23:01.565577,Karachi,Pakistan,30.3,36.4,Overcast,70,19.4,WSW,1001.0,0.0
